"","id","num_wave_voted","num_switch","switch_ratio","ifswitch"
"43145",58312,2,0,0,0
"43146",58313,1,0,0,0
"43147",58314,1,0,0,0
"43148",58315,3,0,0,0
"43149",58316,2,0,0,0
"43150",58318,1,0,0,0
"43151",58319,4,0,0,0
"43152",58320,2,0,0,0
"43153",58321,4,0,0,0
"43154",58322,3,0,0,0
"43155",58324,3,0,0,0
"43156",58325,3,0,0,0
"43157",58327,4,1,0.25,1
"43158",58329,4,0,0,0
"43159",58330,3,0,0,0
"43160",58331,1,0,0,0
"43161",58335,4,0,0,0
"43162",58337,2,0,0,0
"43163",58338,1,0,0,0
"43164",58339,3,0,0,0
"43165",58340,4,0,0,0
"43166",58342,3,1,0.333333333333333,1
"43167",58343,4,0,0,0
"43168",58345,1,0,0,0
"43169",58346,4,0,0,0
"43170",58348,4,0,0,0
"43171",58352,1,0,0,0
"43172",58353,4,0,0,0
"43173",58354,4,0,0,0
"43174",58355,1,0,0,0
"43175",58356,4,0,0,0
"43176",58357,4,0,0,0
"43177",58358,3,0,0,0
"43178",58359,2,0,0,0
"43179",58360,4,0,0,0
"43180",58361,4,0,0,0
"43181",58363,3,0,0,0
