"id","num_wave_voted","num_bi_switch","bi_switch_ratio","bi_ifswitch"
30980,5,0,0,0
30981,10,0,0,0
30982,7,0,0,0
30983,8,0,0,0
30984,11,0,0,0
30985,9,0,0,0
30986,11,0,0,0
30987,6,0,0,0
30988,2,0,0,0
30989,7,0,0,0
30990,1,0,0,0
30991,11,0,0,0
30992,4,0,0,0
30993,5,0,0,0
30994,10,0,0,0
30995,11,0,0,0
30996,7,0,0,0
30997,4,0,0,0
30998,4,0,0,0
30999,11,3,0.3,1
31000,10,0,0,0
31001,11,0,0,0
31002,10,0,0,0
31003,5,0,0,0
31004,9,0,0,0
31005,6,0,0,0
31006,11,0,0,0
31007,1,0,0,0
31008,10,0,0,0
31009,11,1,0.1,1
31010,3,1,0.5,1
31011,8,0,0,0
31012,1,0,0,0
31013,4,2,0.666666666666667,1
31014,7,0,0,0
31015,1,0,0,0
31016,10,0,0,0
31017,6,0,0,0
31018,4,0,0,0
31019,5,0,0,0
31020,8,0,0,0
31021,1,0,0,0
31022,3,0,0,0
31023,9,0,0,0
31024,11,2,0.2,1
31025,7,0,0,0
31026,8,0,0,0
31027,11,0,0,0
31028,7,0,0,0
31029,5,0,0,0
31030,5,0,0,0
31031,3,0,0,0
31032,3,1,0.5,1
31033,10,0,0,0
31034,11,0,0,0
31035,1,0,0,0
31036,11,0,0,0
31037,8,0,0,0
31038,11,0,0,0
31039,8,2,0.285714285714286,1
31040,11,0,0,0
31041,8,0,0,0
31042,10,0,0,0
31043,10,2,0.222222222222222,1
31044,7,0,0,0
31045,4,2,0.666666666666667,1
31046,4,0,0,0
31047,7,0,0,0
31048,4,0,0,0
31049,8,0,0,0
31050,1,0,0,0
31051,1,0,0,0
31052,6,0,0,0
31053,6,1,0.2,1
31054,2,0,0,0
31055,8,1,0.142857142857143,1
31056,5,0,0,0
31057,10,0,0,0
31058,5,1,0.25,1
31059,4,0,0,0
31060,9,0,0,0
31061,1,0,0,0
31062,9,0,0,0
31063,1,0,0,0
31064,1,0,0,0
31065,4,0,0,0
31066,10,0,0,0
31067,10,0,0,0
31068,6,0,0,0
31069,10,0,0,0
31070,11,0,0,0
31071,7,0,0,0
31072,3,0,0,0
31073,7,2,0.333333333333333,1
31074,9,0,0,0
31075,7,1,0.166666666666667,1
31076,4,2,0.666666666666667,1
31077,9,2,0.25,1
31078,1,0,0,0
31079,7,1,0.166666666666667,1
31080,2,0,0,0
31081,11,0,0,0
31082,9,0,0,0
31083,3,0,0,0
31084,7,0,0,0
31085,1,0,0,0
31086,2,0,0,0
31087,6,0,0,0
31088,4,0,0,0
31089,6,1,0.2,1
31090,10,0,0,0
31091,11,0,0,0
31092,7,0,0,0
31093,10,1,0.111111111111111,1
31094,4,0,0,0
31095,4,0,0,0
31096,10,0,0,0
31097,9,0,0,0
31098,11,0,0,0
31099,4,0,0,0
31100,9,0,0,0
31101,11,0,0,0
31102,1,0,0,0
31103,10,2,0.222222222222222,1
31104,10,1,0.111111111111111,1
31105,7,0,0,0
31106,9,1,0.125,1
31107,11,0,0,0
31108,11,0,0,0
31109,9,3,0.375,1
31110,2,0,0,0
31111,9,0,0,0
31112,4,0,0,0
31113,4,0,0,0
31114,11,0,0,0
31115,11,2,0.2,1
31116,3,0,0,0
31117,10,2,0.222222222222222,1
31118,8,0,0,0
31119,6,0,0,0
31120,10,0,0,0
31121,10,2,0.222222222222222,1
31122,3,0,0,0
31123,4,0,0,0
31124,7,0,0,0
31125,1,0,0,0
31126,11,0,0,0
31127,11,0,0,0
31128,1,0,0,0
31129,10,0,0,0
31130,1,0,0,0
31131,11,0,0,0
31132,2,0,0,0
31133,10,0,0,0
31134,11,0,0,0
31135,11,2,0.2,1
31136,10,0,0,0
31137,10,0,0,0
31138,6,0,0,0
31139,10,3,0.333333333333333,1
31140,10,0,0,0
31141,11,2,0.2,1
31142,7,2,0.333333333333333,1
31143,8,0,0,0
31144,11,0,0,0
31145,11,0,0,0
31146,5,0,0,0
31147,9,0,0,0
31148,11,0,0,0
31149,10,2,0.222222222222222,1
31150,8,0,0,0
31151,9,1,0.125,1
31152,10,0,0,0
31153,3,0,0,0
31154,10,0,0,0
31155,9,0,0,0
31156,6,1,0.2,1
31157,9,0,0,0
31158,11,1,0.1,1
31159,6,0,0,0
31160,5,0,0,0
31161,8,0,0,0
31162,10,1,0.111111111111111,1
31163,4,0,0,0
31164,10,0,0,0
31165,8,0,0,0
31166,11,0,0,0
31167,3,0,0,0
31168,9,0,0,0
31169,3,0,0,0
31170,6,0,0,0
31171,2,0,0,0
31172,10,2,0.222222222222222,1
31173,1,0,0,0
31174,2,0,0,0
31175,1,0,0,0
31176,7,0,0,0
31177,4,0,0,0
31178,6,1,0.2,1
31179,5,0,0,0
31180,2,0,0,0
31181,11,2,0.2,1
31182,8,0,0,0
31183,8,0,0,0
31184,11,0,0,0
31185,3,0,0,0
31186,8,0,0,0
31187,11,0,0,0
31188,11,0,0,0
31189,6,0,0,0
31190,11,0,0,0
31191,7,2,0.333333333333333,1
31192,7,1,0.166666666666667,1
31193,4,0,0,0
31194,1,0,0,0
31195,7,0,0,0
31196,10,0,0,0
31197,9,0,0,0
31198,1,0,0,0
31199,11,0,0,0
31200,8,0,0,0
31201,8,0,0,0
31202,1,0,0,0
31203,9,1,0.125,1
31204,1,0,0,0
31205,2,0,0,0
31206,8,0,0,0
31207,11,0,0,0
31208,8,0,0,0
31209,6,1,0.2,1
31210,8,0,0,0
31211,2,0,0,0
31212,2,0,0,0
31213,4,0,0,0
31214,3,0,0,0
31215,3,0,0,0
31216,2,0,0,0
31217,11,0,0,0
31218,10,0,0,0
31219,11,0,0,0
31220,8,1,0.142857142857143,1
31221,10,0,0,0
31222,8,1,0.142857142857143,1
31223,10,0,0,0
31224,1,0,0,0
31225,10,0,0,0
31226,3,0,0,0
31227,4,0,0,0
31228,1,0,0,0
31229,1,0,0,0
31230,3,0,0,0
31231,11,0,0,0
31232,11,0,0,0
31233,6,0,0,0
31234,9,0,0,0
31235,8,1,0.142857142857143,1
31236,3,0,0,0
31237,8,0,0,0
31238,2,1,1,1
31239,10,0,0,0
31240,11,0,0,0
31241,9,0,0,0
31242,10,3,0.333333333333333,1
31243,9,0,0,0
31244,11,1,0.1,1
31245,9,0,0,0
31246,7,0,0,0
31247,5,0,0,0
31248,6,0,0,0
31249,10,0,0,0
31250,6,0,0,0
31251,6,1,0.2,1
31252,4,0,0,0
31253,11,0,0,0
31254,2,0,0,0
31255,3,0,0,0
31256,7,0,0,0
31257,4,0,0,0
31258,10,0,0,0
31259,5,0,0,0
31260,8,2,0.285714285714286,1
31261,11,1,0.1,1
31262,9,2,0.25,1
31263,2,0,0,0
31264,9,0,0,0
31265,11,0,0,0
31266,8,0,0,0
31267,5,0,0,0
31268,7,0,0,0
31269,11,0,0,0
31270,11,0,0,0
31271,9,0,0,0
31272,4,0,0,0
31273,10,2,0.222222222222222,1
31274,8,0,0,0
31275,10,0,0,0
31276,5,0,0,0
31277,10,0,0,0
31278,2,0,0,0
31279,4,0,0,0
31280,5,0,0,0
31281,11,0,0,0
31282,1,0,0,0
31283,7,0,0,0
31284,4,0,0,0
31285,11,1,0.1,1
31286,4,0,0,0
31287,8,0,0,0
31288,11,2,0.2,1
31289,11,3,0.3,1
31290,8,2,0.285714285714286,1
31291,8,0,0,0
31292,4,0,0,0
31293,9,0,0,0
31294,9,0,0,0
31295,7,0,0,0
31296,1,0,0,0
31297,3,0,0,0
31298,6,0,0,0
31299,11,1,0.1,1
31300,2,0,0,0
31301,7,0,0,0
31302,1,0,0,0
31303,3,0,0,0
31304,7,0,0,0
31305,10,1,0.111111111111111,1
31306,6,0,0,0
31307,2,0,0,0
31308,10,0,0,0
31309,7,0,0,0
31310,10,0,0,0
31311,7,0,0,0
31312,3,0,0,0
31313,11,0,0,0
31314,6,0,0,0
31315,3,0,0,0
31316,6,0,0,0
31317,11,0,0,0
31318,1,0,0,0
31319,1,0,0,0
31320,1,0,0,0
31321,11,0,0,0
31322,11,0,0,0
31323,10,0,0,0
31324,1,0,0,0
31325,5,0,0,0
31326,11,1,0.1,1
31327,11,0,0,0
31328,10,0,0,0
31329,11,2,0.2,1
31330,8,0,0,0
31331,11,1,0.1,1
31332,10,2,0.222222222222222,1
31333,2,0,0,0
31334,6,2,0.4,1
31335,1,0,0,0
31336,1,0,0,0
31337,8,0,0,0
31338,10,0,0,0
31339,9,0,0,0
31340,11,0,0,0
31341,10,0,0,0
31342,10,0,0,0
31343,5,0,0,0
31344,11,0,0,0
31345,11,3,0.3,1
31346,11,0,0,0
31347,8,0,0,0
31348,8,0,0,0
31349,8,4,0.571428571428571,1
31350,7,4,0.666666666666667,1
31351,7,0,0,0
31352,5,0,0,0
31353,2,0,0,0
31354,10,0,0,0
31355,2,0,0,0
31356,8,0,0,0
31357,5,0,0,0
31358,1,0,0,0
31359,11,0,0,0
31360,2,0,0,0
31361,8,0,0,0
31362,1,0,0,0
31363,5,1,0.25,1
31364,11,0,0,0
31365,3,0,0,0
31366,8,0,0,0
31367,11,1,0.1,1
31368,11,1,0.1,1
31369,4,1,0.333333333333333,1
31370,6,2,0.4,1
31371,7,2,0.333333333333333,1
31372,2,0,0,0
31373,2,0,0,0
31374,6,0,0,0
31375,11,1,0.1,1
31376,7,0,0,0
31377,1,0,0,0
31378,11,2,0.2,1
31379,1,0,0,0
31380,4,0,0,0
31381,9,0,0,0
31382,6,0,0,0
31383,11,0,0,0
31384,7,2,0.333333333333333,1
31385,3,0,0,0
31386,8,0,0,0
31387,1,0,0,0
31388,9,0,0,0
31389,10,2,0.222222222222222,1
31390,4,0,0,0
31391,3,0,0,0
31392,9,0,0,0
31393,4,0,0,0
31394,5,0,0,0
31395,3,2,1,1
31396,11,0,0,0
31397,4,1,0.333333333333333,1
31398,11,1,0.1,1
31399,4,0,0,0
31400,9,0,0,0
31401,10,0,0,0
31402,1,0,0,0
31403,6,0,0,0
31404,6,0,0,0
31405,6,0,0,0
31406,10,0,0,0
31407,8,0,0,0
31408,3,0,0,0
31409,5,0,0,0
31410,11,0,0,0
31411,5,0,0,0
31412,11,1,0.1,1
31413,8,0,0,0
31414,11,1,0.1,1
31415,10,0,0,0
31416,4,0,0,0
31417,1,0,0,0
31418,9,0,0,0
31419,4,0,0,0
31420,11,0,0,0
31421,2,0,0,0
31422,5,0,0,0
31423,4,1,0.333333333333333,1
31424,3,0,0,0
31425,5,0,0,0
31426,2,0,0,0
31427,7,0,0,0
31428,3,0,0,0
31429,9,0,0,0
31430,5,0,0,0
31431,3,0,0,0
31432,6,0,0,0
31433,11,0,0,0
31434,1,0,0,0
31435,2,0,0,0
31436,7,0,0,0
31437,11,2,0.2,1
31438,10,0,0,0
31439,4,0,0,0
31440,9,0,0,0
31441,7,0,0,0
31442,10,0,0,0
31443,11,0,0,0
31444,6,0,0,0
31445,11,0,0,0
31446,11,0,0,0
31447,10,0,0,0
31448,11,0,0,0
31449,3,1,0.5,1
31450,8,0,0,0
31451,1,0,0,0
31452,10,0,0,0
31453,9,0,0,0
31454,10,0,0,0
31455,11,0,0,0
31456,1,0,0,0
31457,1,0,0,0
31458,1,0,0,0
31459,2,0,0,0
31460,11,1,0.1,1
31461,9,0,0,0
31462,4,0,0,0
31463,11,0,0,0
31464,4,0,0,0
31465,1,0,0,0
31466,4,0,0,0
31467,4,0,0,0
31468,11,2,0.2,1
31469,11,1,0.1,1
31470,8,0,0,0
31471,3,0,0,0
31472,4,0,0,0
31473,2,0,0,0
31474,11,0,0,0
31475,2,0,0,0
31476,6,0,0,0
31477,4,0,0,0
31478,7,0,0,0
31479,11,1,0.1,1
31480,1,0,0,0
31481,11,0,0,0
31482,4,1,0.333333333333333,1
31483,9,0,0,0
31484,10,0,0,0
31485,11,0,0,0
31486,6,0,0,0
31487,1,0,0,0
31488,1,0,0,0
31489,11,0,0,0
31490,3,0,0,0
31491,2,0,0,0
31492,11,0,0,0
31493,11,0,0,0
31494,11,0,0,0
31495,11,0,0,0
31496,2,0,0,0
31497,8,0,0,0
31498,4,0,0,0
31500,4,0,0,0
31501,11,2,0.2,1
31502,10,0,0,0
31503,4,0,0,0
31504,1,0,0,0
31505,9,2,0.25,1
31506,9,0,0,0
31507,9,0,0,0
31508,4,0,0,0
31509,6,0,0,0
31510,5,1,0.25,1
31511,4,0,0,0
31512,10,3,0.333333333333333,1
31513,6,0,0,0
31514,6,0,0,0
31515,1,0,0,0
31516,6,0,0,0
31517,2,0,0,0
31518,11,0,0,0
31519,8,0,0,0
31520,7,0,0,0
31521,7,0,0,0
31522,2,1,1,1
31523,9,0,0,0
31524,5,0,0,0
31525,11,0,0,0
31526,3,0,0,0
31527,6,0,0,0
31528,8,3,0.428571428571429,1
31529,4,0,0,0
31530,4,0,0,0
31531,10,2,0.222222222222222,1
31532,1,0,0,0
31533,2,0,0,0
31534,3,0,0,0
31535,2,0,0,0
31536,1,0,0,0
31537,9,0,0,0
31538,4,0,0,0
31539,1,0,0,0
31540,8,0,0,0
31541,3,0,0,0
31542,3,0,0,0
31543,11,0,0,0
31544,8,0,0,0
31545,3,0,0,0
31546,2,0,0,0
31547,9,2,0.25,1
31548,1,0,0,0
31549,3,0,0,0
31551,9,0,0,0
31552,11,0,0,0
31553,10,0,0,0
31554,11,0,0,0
31555,10,2,0.222222222222222,1
31556,10,0,0,0
31557,6,0,0,0
31558,7,0,0,0
31559,1,0,0,0
31560,1,0,0,0
31561,4,0,0,0
31562,2,0,0,0
31563,1,0,0,0
31564,10,0,0,0
31565,1,0,0,0
31566,2,0,0,0
31567,5,0,0,0
31568,8,2,0.285714285714286,1
31569,7,2,0.333333333333333,1
31570,8,0,0,0
31572,5,0,0,0
31573,2,0,0,0
31574,11,0,0,0
31575,11,0,0,0
31576,9,0,0,0
31577,5,0,0,0
31578,10,1,0.111111111111111,1
31579,8,0,0,0
31580,10,0,0,0
31581,8,0,0,0
31582,2,0,0,0
31583,1,0,0,0
31584,6,0,0,0
31585,6,2,0.4,1
31586,11,2,0.2,1
31588,1,0,0,0
31589,3,0,0,0
31590,3,0,0,0
31591,11,0,0,0
31592,9,0,0,0
31593,8,0,0,0
31594,5,0,0,0
31596,5,0,0,0
31597,6,1,0.2,1
31598,9,0,0,0
31599,11,0,0,0
31600,11,0,0,0
31601,4,0,0,0
31602,11,0,0,0
31603,11,1,0.1,1
31604,7,1,0.166666666666667,1
31605,11,0,0,0
31606,6,0,0,0
31607,1,0,0,0
31608,4,0,0,0
31609,6,0,0,0
31610,11,0,0,0
31611,8,0,0,0
31612,6,1,0.2,1
31613,10,4,0.444444444444444,1
31614,11,0,0,0
31615,1,0,0,0
31616,11,0,0,0
31617,11,0,0,0
31618,9,0,0,0
31619,10,0,0,0
31620,4,0,0,0
31621,11,0,0,0
31622,8,0,0,0
31623,2,0,0,0
31624,7,0,0,0
31625,10,0,0,0
31626,8,0,0,0
31627,9,0,0,0
31628,3,0,0,0
31629,8,0,0,0
31630,11,0,0,0
31631,7,0,0,0
31632,10,5,0.555555555555556,1
31633,10,0,0,0
31634,11,0,0,0
31635,4,0,0,0
31636,4,0,0,0
31637,4,0,0,0
31638,9,0,0,0
31639,1,0,0,0
31640,3,0,0,0
31641,1,0,0,0
31642,11,2,0.2,1
31643,2,0,0,0
31644,11,0,0,0
31645,2,0,0,0
31646,10,0,0,0
31647,8,1,0.142857142857143,1
31648,10,0,0,0
31649,3,0,0,0
31650,9,0,0,0
31651,2,0,0,0
31652,3,0,0,0
31653,3,0,0,0
31654,3,0,0,0
31655,3,1,0.5,1
31656,11,0,0,0
31657,10,0,0,0
31658,5,1,0.25,1
31659,3,1,0.5,1
31660,1,0,0,0
31661,1,0,0,0
31662,2,0,0,0
31663,11,1,0.1,1
31664,11,0,0,0
31665,4,0,0,0
31666,4,0,0,0
31667,6,0,0,0
31668,4,0,0,0
31669,3,0,0,0
31670,3,0,0,0
31671,11,0,0,0
31672,6,1,0.2,1
31673,6,0,0,0
31674,8,0,0,0
31675,9,0,0,0
31676,4,0,0,0
31677,11,0,0,0
31678,2,0,0,0
31679,9,1,0.125,1
31680,3,1,0.5,1
31681,2,0,0,0
31682,3,1,0.5,1
31683,4,0,0,0
31684,11,0,0,0
31685,3,0,0,0
31686,10,0,0,0
31687,1,0,0,0
31688,7,0,0,0
31689,2,0,0,0
31690,10,0,0,0
31691,10,0,0,0
31692,9,2,0.25,1
31693,10,0,0,0
31694,7,0,0,0
31695,8,1,0.142857142857143,1
31696,3,0,0,0
31697,11,0,0,0
31698,5,0,0,0
31699,10,2,0.222222222222222,1
31700,4,0,0,0
31701,11,2,0.2,1
31702,2,0,0,0
31703,1,0,0,0
31704,10,0,0,0
31705,6,0,0,0
31706,9,1,0.125,1
31707,10,0,0,0
31708,1,0,0,0
31709,11,0,0,0
31710,2,0,0,0
31711,4,0,0,0
31712,1,0,0,0
31713,10,0,0,0
31714,3,0,0,0
31715,8,0,0,0
31716,2,0,0,0
31717,10,0,0,0
31718,8,1,0.142857142857143,1
31719,10,0,0,0
31720,9,0,0,0
31721,4,0,0,0
31722,9,2,0.25,1
31723,3,0,0,0
31724,2,0,0,0
31725,10,0,0,0
31726,10,0,0,0
31727,4,0,0,0
31728,11,1,0.1,1
31729,10,0,0,0
31730,8,3,0.428571428571429,1
31731,2,0,0,0
31732,6,0,0,0
31733,11,0,0,0
31734,4,2,0.666666666666667,1
31735,2,0,0,0
31736,10,1,0.111111111111111,1
31737,11,0,0,0
31739,11,2,0.2,1
31740,7,1,0.166666666666667,1
31741,11,0,0,0
31742,8,0,0,0
31743,1,0,0,0
31744,2,1,1,1
31745,11,3,0.3,1
31746,7,1,0.166666666666667,1
31747,8,0,0,0
31748,11,1,0.1,1
31749,2,0,0,0
31750,6,0,0,0
31751,11,0,0,0
31752,11,1,0.1,1
31753,5,0,0,0
31755,2,0,0,0
31756,11,0,0,0
31757,1,0,0,0
31758,7,0,0,0
31759,5,1,0.25,1
31760,2,0,0,0
31761,11,1,0.1,1
31762,1,0,0,0
31763,9,0,0,0
31764,8,0,0,0
31765,11,0,0,0
31766,1,0,0,0
31767,11,0,0,0
31768,2,0,0,0
31769,8,0,0,0
31770,7,0,0,0
31771,9,0,0,0
31772,10,0,0,0
31773,8,0,0,0
31774,1,0,0,0
31775,3,0,0,0
31776,7,0,0,0
31777,6,0,0,0
31778,2,0,0,0
31779,8,0,0,0
31780,3,1,0.5,1
31781,1,0,0,0
31782,9,0,0,0
31784,11,2,0.2,1
31785,8,2,0.285714285714286,1
31786,1,0,0,0
31787,2,0,0,0
31788,1,0,0,0
31789,7,2,0.333333333333333,1
31790,11,2,0.2,1
31791,5,2,0.5,1
31792,2,0,0,0
31793,1,0,0,0
31794,1,0,0,0
31795,6,0,0,0
31796,3,0,0,0
31797,10,0,0,0
31798,11,1,0.1,1
31799,3,0,0,0
31800,5,0,0,0
31801,5,0,0,0
31802,7,0,0,0
31803,1,0,0,0
31804,4,0,0,0
31805,4,0,0,0
31806,4,0,0,0
31807,9,0,0,0
31808,3,0,0,0
31809,5,2,0.5,1
31810,7,0,0,0
31811,9,0,0,0
31812,6,0,0,0
31813,2,0,0,0
31814,2,0,0,0
31815,6,0,0,0
31816,4,0,0,0
31817,10,0,0,0
31818,11,1,0.1,1
31819,11,2,0.2,1
31820,2,0,0,0
31821,11,0,0,0
31822,10,0,0,0
31823,7,0,0,0
31824,1,0,0,0
31825,9,0,0,0
31826,4,0,0,0
31827,7,0,0,0
31828,9,0,0,0
31829,5,0,0,0
31830,11,0,0,0
31831,1,0,0,0
31832,8,0,0,0
31833,11,0,0,0
31834,10,2,0.222222222222222,1
31835,1,0,0,0
31836,9,0,0,0
31837,1,0,0,0
31838,10,0,0,0
31839,10,0,0,0
31840,11,1,0.1,1
31842,11,0,0,0
31843,4,0,0,0
31844,10,0,0,0
31845,1,0,0,0
31847,2,1,1,1
31848,7,0,0,0
31849,3,0,0,0
31850,1,0,0,0
31851,3,0,0,0
31852,3,0,0,0
31853,7,0,0,0
31854,8,0,0,0
31855,11,0,0,0
31856,3,0,0,0
31857,8,0,0,0
31858,11,0,0,0
31859,7,0,0,0
31860,5,0,0,0
31861,2,0,0,0
31862,11,1,0.1,1
31863,7,0,0,0
31864,10,0,0,0
31865,11,0,0,0
31866,1,0,0,0
31867,11,0,0,0
31868,3,0,0,0
31869,10,0,0,0
31870,4,0,0,0
31871,7,0,0,0
31872,1,0,0,0
31873,10,0,0,0
31874,5,0,0,0
31875,2,0,0,0
31876,1,0,0,0
31877,2,0,0,0
31878,6,0,0,0
31879,9,0,0,0
31880,6,0,0,0
31881,2,1,1,1
31882,1,0,0,0
31883,3,0,0,0
31884,9,0,0,0
31885,9,0,0,0
31886,1,0,0,0
31887,4,0,0,0
31888,6,0,0,0
31889,6,2,0.4,1
31890,4,0,0,0
31891,1,0,0,0
31892,3,0,0,0
31893,8,0,0,0
31894,10,0,0,0
31896,3,0,0,0
31897,11,1,0.1,1
31898,11,3,0.3,1
31899,11,2,0.2,1
31900,6,0,0,0
31901,11,0,0,0
31903,5,0,0,0
31904,3,0,0,0
31905,5,0,0,0
31906,4,0,0,0
31907,4,2,0.666666666666667,1
31908,1,0,0,0
31909,5,0,0,0
31910,3,0,0,0
31911,3,0,0,0
31912,5,0,0,0
31913,2,0,0,0
31915,11,0,0,0
31916,1,0,0,0
31917,1,0,0,0
31918,11,1,0.1,1
31919,11,4,0.4,1
31921,8,2,0.285714285714286,1
31922,1,0,0,0
31923,3,0,0,0
31924,1,0,0,0
31925,1,0,0,0
31926,9,0,0,0
31927,5,1,0.25,1
31929,2,0,0,0
31930,6,1,0.2,1
31931,4,0,0,0
31932,4,0,0,0
31933,5,0,0,0
31934,9,0,0,0
31935,11,2,0.2,1
31936,11,0,0,0
31937,10,0,0,0
31938,1,0,0,0
31939,4,0,0,0
31940,9,0,0,0
31941,7,1,0.166666666666667,1
31942,5,0,0,0
31943,6,0,0,0
31944,6,0,0,0
31945,5,0,0,0
31947,6,0,0,0
31948,5,0,0,0
31951,11,0,0,0
31952,1,0,0,0
31953,8,0,0,0
31954,10,0,0,0
31955,2,0,0,0
31956,9,0,0,0
31957,3,0,0,0
31958,4,0,0,0
31959,11,0,0,0
31960,10,0,0,0
31961,6,0,0,0
31962,5,0,0,0
31963,4,0,0,0
31964,10,0,0,0
31965,3,0,0,0
31966,2,0,0,0
31967,8,0,0,0
31968,10,0,0,0
31969,1,0,0,0
31970,10,1,0.111111111111111,1
31971,8,0,0,0
31972,7,0,0,0
31973,11,0,0,0
31974,5,0,0,0
31975,3,0,0,0
31976,10,0,0,0
31977,2,0,0,0
31978,3,1,0.5,1
31979,5,0,0,0
31980,8,0,0,0
31981,10,1,0.111111111111111,1
31982,7,0,0,0
31983,5,0,0,0
31984,9,0,0,0
31985,3,0,0,0
31986,2,0,0,0
31987,10,0,0,0
31988,7,0,0,0
31989,1,0,0,0
31990,11,0,0,0
31991,8,0,0,0
31992,9,0,0,0
31993,9,0,0,0
31995,10,3,0.333333333333333,1
31996,6,0,0,0
31997,2,0,0,0
31998,1,0,0,0
31999,10,0,0,0
32000,10,0,0,0
32001,5,0,0,0
32002,11,0,0,0
32003,1,0,0,0
32004,1,0,0,0
32005,3,0,0,0
32006,7,0,0,0
32008,10,0,0,0
32009,10,0,0,0
32010,4,0,0,0
32012,5,2,0.5,1
32013,2,0,0,0
32014,8,1,0.142857142857143,1
32015,7,0,0,0
32016,3,0,0,0
32019,8,0,0,0
32020,4,0,0,0
32021,2,1,1,1
32022,2,0,0,0
32023,4,2,0.666666666666667,1
32024,4,1,0.333333333333333,1
32025,4,0,0,0
32027,10,1,0.111111111111111,1
32028,11,0,0,0
32029,5,0,0,0
32030,4,0,0,0
32031,3,0,0,0
32032,3,0,0,0
32033,11,2,0.2,1
32034,7,0,0,0
32036,11,0,0,0
32037,1,0,0,0
32038,1,0,0,0
32039,1,0,0,0
32040,2,0,0,0
32041,2,0,0,0
32042,11,0,0,0
32043,4,0,0,0
32044,10,0,0,0
32045,1,0,0,0
32046,2,0,0,0
32047,4,0,0,0
32048,7,3,0.5,1
32049,11,1,0.1,1
32050,6,0,0,0
32051,2,0,0,0
32052,4,0,0,0
32053,9,1,0.125,1
32055,11,0,0,0
32056,10,0,0,0
32057,8,2,0.285714285714286,1
32058,2,0,0,0
32059,8,0,0,0
32060,2,0,0,0
32061,2,0,0,0
32062,2,0,0,0
32063,4,0,0,0
32064,11,0,0,0
32065,7,0,0,0
32066,10,0,0,0
32067,1,0,0,0
32068,1,0,0,0
32069,11,1,0.1,1
32070,11,0,0,0
32071,11,0,0,0
32072,7,2,0.333333333333333,1
32073,6,0,0,0
32074,10,0,0,0
32075,8,0,0,0
32076,8,2,0.285714285714286,1
32077,3,0,0,0
32078,2,0,0,0
32079,11,0,0,0
32081,8,0,0,0
32082,10,0,0,0
32083,6,0,0,0
32084,7,0,0,0
32085,6,0,0,0
32086,4,0,0,0
32087,10,2,0.222222222222222,1
32088,4,0,0,0
32089,5,0,0,0
32090,4,0,0,0
32091,7,0,0,0
32092,5,0,0,0
32093,11,0,0,0
32094,9,0,0,0
32095,1,0,0,0
32097,4,0,0,0
32098,7,0,0,0
32099,10,0,0,0
32100,6,0,0,0
32101,5,0,0,0
32102,11,1,0.1,1
32103,7,0,0,0
32104,3,0,0,0
32105,10,0,0,0
32106,11,0,0,0
32107,6,0,0,0
32108,10,2,0.222222222222222,1
32109,7,0,0,0
32110,6,0,0,0
32111,8,0,0,0
32112,2,0,0,0
32113,10,0,0,0
32114,11,0,0,0
32115,10,3,0.333333333333333,1
32116,4,0,0,0
32117,2,0,0,0
32118,6,1,0.2,1
32119,2,0,0,0
32120,4,0,0,0
32121,8,0,0,0
32122,1,0,0,0
32123,4,0,0,0
32124,10,0,0,0
32125,3,0,0,0
32126,11,0,0,0
32127,4,0,0,0
32128,5,0,0,0
32129,11,4,0.4,1
32130,2,1,1,1
32131,7,0,0,0
32132,1,0,0,0
32133,1,0,0,0
32134,5,1,0.25,1
32135,6,0,0,0
32136,5,0,0,0
32137,1,0,0,0
32138,3,0,0,0
32139,10,0,0,0
32140,8,0,0,0
32141,6,0,0,0
32142,11,1,0.1,1
32143,2,0,0,0
32144,6,0,0,0
32145,10,0,0,0
32146,11,0,0,0
32147,11,0,0,0
32148,8,0,0,0
32149,2,0,0,0
32150,4,0,0,0
32151,4,1,0.333333333333333,1
32152,2,0,0,0
32153,11,0,0,0
32154,1,0,0,0
32155,7,0,0,0
32156,6,0,0,0
32157,6,1,0.2,1
32158,10,0,0,0
32159,2,0,0,0
32161,7,0,0,0
32162,2,0,0,0
32165,10,2,0.222222222222222,1
32166,7,0,0,0
32168,4,0,0,0
32169,4,0,0,0
32170,11,0,0,0
32172,10,0,0,0
32173,2,0,0,0
32175,4,0,0,0
32176,11,1,0.1,1
32177,2,0,0,0
32178,2,1,1,1
32179,7,1,0.166666666666667,1
32180,1,0,0,0
32181,6,1,0.2,1
32182,10,0,0,0
32183,9,0,0,0
32184,8,0,0,0
32185,10,0,0,0
32186,7,3,0.5,1
32187,11,0,0,0
32188,2,0,0,0
32189,9,0,0,0
32190,10,0,0,0
32191,8,0,0,0
32192,8,0,0,0
32193,3,0,0,0
32194,1,0,0,0
32195,5,0,0,0
32196,4,1,0.333333333333333,1
32197,4,0,0,0
32198,1,0,0,0
32199,8,1,0.142857142857143,1
32200,5,0,0,0
32201,8,2,0.285714285714286,1
32202,1,0,0,0
32203,4,0,0,0
32204,1,0,0,0
32205,10,2,0.222222222222222,1
32206,8,0,0,0
32207,1,0,0,0
32209,8,0,0,0
32210,1,0,0,0
32212,1,0,0,0
32213,4,1,0.333333333333333,1
32214,8,0,0,0
32215,3,0,0,0
32216,6,0,0,0
32217,5,0,0,0
