"","id","num_wave_voted","num_switch","switch_ratio","ifswitch"
"42344",57364,6,0,0,0
"42345",57365,2,0,0,0
"42346",57366,6,1,0.166666666666667,1
"42347",57367,6,0,0,0
"42348",57370,2,0,0,0
"42349",57371,2,0,0,0
"42350",57372,5,0,0,0
"42351",57373,1,0,0,0
"42352",57374,6,0,0,0
"42353",57375,3,1,0.333333333333333,1
"42354",57376,4,0,0,0
"42355",57378,4,0,0,0
"42356",57381,2,0,0,0
"42357",57382,3,0,0,0
"42358",57383,2,0,0,0
"42359",57384,2,0,0,0
"42360",57385,6,0,0,0
"42361",57387,2,0,0,0
"42362",57388,5,0,0,0
"42363",57390,4,0,0,0
"42364",57391,3,0,0,0
"42365",57392,2,1,0.5,1
"42366",57393,1,0,0,0
"42367",57394,6,0,0,0
"42368",57395,4,0,0,0
"42369",57396,6,0,0,0
"42370",57398,2,0,0,0
"42371",57400,1,0,0,0
"42372",57401,1,0,0,0
"42373",57402,3,0,0,0
"42374",57404,2,0,0,0
"42375",57405,2,0,0,0
"42376",57406,1,0,0,0
"42377",57407,5,1,0.2,1
"42378",57408,4,0,0,0
"42379",57409,2,0,0,0
"42380",57410,1,0,0,0
"42381",57411,2,0,0,0
"42382",57413,1,0,0,0
"42383",57414,4,2,0.5,1
"42384",57415,2,0,0,0
"42385",57418,4,0,0,0
"42386",57419,4,0,0,0
"42387",57420,6,0,0,0
"42388",57421,4,0,0,0
"42389",57422,5,2,0.4,1
"42390",57423,3,0,0,0
"42391",57425,2,0,0,0
"42392",57426,2,0,0,0
"42393",57427,2,0,0,0
"42394",57428,3,1,0.333333333333333,1
"42395",57429,5,1,0.2,1
"42396",57430,5,0,0,0
"42397",57432,3,0,0,0
"42398",57433,6,0,0,0
"42399",57434,5,0,0,0
"42400",57437,2,0,0,0
"42401",57438,2,0,0,0
"42402",57440,5,0,0,0
"42403",57442,2,0,0,0
"42404",57444,4,0,0,0
"42405",57446,2,0,0,0
"42406",57448,2,0,0,0
"42407",57450,5,0,0,0
"42408",57451,6,0,0,0
"42409",57452,2,0,0,0
"42410",57454,2,0,0,0
"42411",57455,6,0,0,0
"42412",57457,5,0,0,0
"42413",57458,6,0,0,0
"42414",57459,2,1,0.5,1
"42415",57461,2,0,0,0
"42416",57464,6,0,0,0
"42417",57465,3,0,0,0
"42418",57466,2,0,0,0
"42419",57468,5,0,0,0
"42420",57469,2,0,0,0
"42421",57470,6,1,0.166666666666667,1
"42422",57471,2,1,0.5,1
"42423",57473,2,0,0,0
"42424",57474,5,0,0,0
"42425",57477,3,0,0,0
"42426",57478,3,0,0,0
"42427",57479,4,1,0.25,1
"42428",57482,4,0,0,0
"42429",57485,4,0,0,0
"42430",57486,4,3,0.75,1
"42431",57487,6,4,0.666666666666667,1
"42432",57491,1,0,0,0
"42433",57492,5,0,0,0
"42434",57494,6,0,0,0
"42435",57495,3,0,0,0
"42436",57496,6,0,0,0
"42437",57498,2,0,0,0
"42438",57499,1,0,0,0
"42439",57500,2,0,0,0
"42440",57501,6,0,0,0
"42441",57505,6,0,0,0
"42442",57507,2,1,0.5,1
"42443",57508,3,0,0,0
"42444",57510,2,0,0,0
"42445",57511,5,0,0,0
"42446",57513,5,3,0.6,1
"42447",57514,3,0,0,0
"42448",57515,2,0,0,0
"42449",57518,2,0,0,0
"42450",57520,4,0,0,0
"42451",57524,5,0,0,0
"42452",57525,1,0,0,0
"42453",57528,3,0,0,0
"42454",57530,3,0,0,0
"42455",57531,1,0,0,0
"42456",57532,2,0,0,0
"42457",57533,3,0,0,0
"42458",57534,2,0,0,0
"42459",57535,2,0,0,0
"42460",57536,4,0,0,0
"42461",57539,2,0,0,0
"42462",57540,1,0,0,0
"42463",57543,4,0,0,0
"42464",57545,1,0,0,0
"42465",57546,4,0,0,0
"42466",57547,3,0,0,0
"42467",57548,1,0,0,0
"42468",57549,4,0,0,0
"42469",57550,1,0,0,0
"42470",57551,3,0,0,0
"42471",57552,4,0,0,0
"42472",57553,2,0,0,0
"42473",57555,4,0,0,0
"42474",57556,4,0,0,0
"42475",57557,2,0,0,0
"42476",57558,2,0,0,0
"42477",57559,1,0,0,0
"42478",57560,2,0,0,0
"42479",57561,4,2,0.5,1
"42480",57562,4,0,0,0
"42481",57563,4,0,0,0
"42482",57564,4,0,0,0
"42483",57565,4,0,0,0
"42484",57566,1,0,0,0
"42485",57567,4,0,0,0
"42486",57568,1,0,0,0
"42487",57569,4,0,0,0
"42488",57571,1,0,0,0
"42489",57573,4,1,0.25,1
"42490",57574,3,0,0,0
"42491",57575,2,0,0,0
"42492",57577,1,0,0,0
"42493",57578,4,0,0,0
"42494",57579,3,0,0,0
"42495",57581,2,0,0,0
"42496",57582,4,0,0,0
"42497",57584,4,0,0,0
"42498",57585,1,0,0,0
"42499",57586,4,0,0,0
"42500",57588,2,0,0,0
"42501",57589,4,0,0,0
"42502",57590,1,0,0,0
"42503",57591,4,1,0.25,1
"42504",57592,4,0,0,0
"42505",57593,4,0,0,0
"42506",57594,3,0,0,0
"42507",57595,1,0,0,0
"42508",57597,3,0,0,0
"42509",57598,4,0,0,0
"42510",57599,3,2,0.666666666666667,1
"42511",57600,2,0,0,0
"42512",57601,4,3,0.75,1
"42513",57602,4,0,0,0
"42514",57604,3,0,0,0
"42515",57605,1,0,0,0
"42516",57608,1,0,0,0
"42517",57609,3,0,0,0
"42518",57610,3,0,0,0
"42519",57611,4,0,0,0
"42520",57613,1,0,0,0
"42521",57615,1,0,0,0
"42522",57616,3,0,0,0
"42523",57617,4,0,0,0
"42524",57618,4,0,0,0
"42525",57619,4,0,0,0
"42526",57620,4,0,0,0
"42527",57622,4,0,0,0
"42528",57624,4,0,0,0
"42529",57628,3,2,0.666666666666667,1
"42530",57629,3,0,0,0
"42531",57630,2,0,0,0
"42532",57633,2,0,0,0
"42533",57634,1,0,0,0
"42534",57635,1,0,0,0
"42535",57636,4,0,0,0
"42536",57637,4,0,0,0
"42537",57638,2,0,0,0
"42538",57639,3,0,0,0
"42539",57641,4,0,0,0
"42540",57642,4,0,0,0
"42541",57643,4,0,0,0
"42542",57644,2,0,0,0
"42543",57646,3,1,0.333333333333333,1
"42544",57647,3,0,0,0
"42545",57650,4,1,0.25,1
"42546",57651,4,0,0,0
"42547",57652,1,0,0,0
"42548",57653,4,0,0,0
"42549",57654,4,0,0,0
"42550",57655,4,0,0,0
"42551",57657,4,0,0,0
"42552",57658,4,0,0,0
"42553",57660,2,0,0,0
"42554",57661,2,0,0,0
"42555",57662,4,0,0,0
"42556",57663,4,0,0,0
"42557",57664,4,2,0.5,1
"42558",57665,4,0,0,0
"42559",57666,1,0,0,0
"42560",57667,4,1,0.25,1
"42561",57668,2,1,0.5,1
"42562",57669,4,0,0,0
"42563",57670,4,0,0,0
"42564",57673,4,0,0,0
"42565",57674,4,0,0,0
"42566",57675,4,0,0,0
"42567",57677,2,0,0,0
"42568",57678,4,0,0,0
"42569",57679,4,2,0.5,1
